wallet,tx_count_365d,total_volume,active_weeks,avg_tx_value,tx_per_active_week,trader_activity_status,trader_volume_status,trader_consistency_status,future_tx_count,target_variable,log_tx_count,log_total_volume,log_avg_tx_value,log_active_weeks,volume_per_tx,volume_per_week,avg_weekly_tx,activity_intensity,tx_efficiency,volume_category,tx_frequency,consistency_level,is_high_volume,is_frequent_trader,is_consistent,is_active_trader,tx_volume_interaction,weeks_tx_interaction,consistency_volume,tx_count_squared,total_volume_squared,active_weeks_squared,tx_count_zscore,volume_zscore,tx_count_percentile,volume_percentile,activity_consistency,volume_volatility,low_activity_risk
0xa8e2a194ffb2eed627ad0aa55212ca43c67c7ffa,4,0.0124486778759075,1,0.0031121694689768,4.0,Regular User,Medium Value,Inconsistent,137,1,1.6094379124341003,0.012371830196228608,0.0031073366939221468,0.6931471805599453,0.0024897355751815,0.00622433893795375,2.0,2.0,3.9508175450353713,very_low,rare,sporadic,0,1,0,0,0.019911692564007336,4,0.0124486778759075,16,0.00015496958085810884,1,-0.03061262609138887,-0.06289426404019464,0.5141,0.3967,0.019230769230769232,0.012295613741157254,1
0xbf514e7468b4a2d612b06590de68d857f3c6da1e,1,0.0017627669155621,1,0.0017627669155621,1.0,Occasional User,Low Value,Inconsistent,0,0,0.6931471805599453,0.0017612150653952428,0.0017612150653952428,0.6931471805599453,0.00088138345778105,0.00088138345778105,0.5,0.5,0.9982403349637462,very_low,rare,sporadic,0,0,0,0,0.0012207812569384122,1,0.0017627669155621,1,3.1073471986003196e-06,1,-0.03127140793569187,-0.06289431342967608,0.0617,0.1782,0.019230769230769232,0.0017596650362537202,1
0xafacf7c701f3de0b10fe6f736d7153354525deca,2,0.007248653168837,1,0.0036243265844185,2.0,Occasional User,Medium Value,Inconsistent,0,0,1.0986122886681098,0.007222507951505299,0.003617774539218749,0.6931471805599453,0.0024162177229456665,0.0036243265844185,1.0,1.0,1.9856070233580707,very_low,rare,sporadic,0,0,0,0,0.007934735990526857,2,0.007248653168837,4,5.254297276209068e-05,1,-0.03105181398759087,-0.06289428807432002,0.2336,0.3246,0.019230769230769232,0.007196488320964741,1
0x227f7ee5897b988122f5ac08da37b746e8692530,1,0.0090576817851784,1,0.0090576817851784,1.0,Occasional User,Medium Value,Inconsistent,0,0,0.6931471805599453,0.009016907017146693,0.009016907017146693,0.6931471805599453,0.0045288408925892,0.0045288408925892,0.5,0.5,0.991023623377849,very_low,rare,sporadic,0,0,0,0,0.0062500436763064165,1,0.0090576817851784,1,8.204159932155256e-05,1,-0.03127140793569187,-0.06289427971312501,0.0617,0.361,0.019230769230769232,0.00897637662215104,1
0x801cab2e298569573e16bdde7fc2be636b3339d2,89,584.0211894824098,10,6.562035836881009,8.9,Frequent User,Medium Value,Consistent,104,1,4.499809670330265,6.371648067913332,2.0231404445319643,2.3978952727983707,6.489124327582331,53.0928354074918,8.090909090909092,8.090909090909092,0.152131241739708,high,very_frequent,occasional,1,1,1,1,28.671203591937562,890,5840.211894824098,7921,341080.7497644488,100,-0.011947140502803804,-0.06019501930915193,0.8663,0.827,0.19230769230769232,0.9982906602051718,0
0xdfb93af75a1556eb1a37431cef9f146251834741,2,0.001449461262753,1,0.0007247306313765,2.0,Occasional User,Low Value,Inconsistent,0,0,1.0986122886681098,0.0014484118077507412,0.0007244681409480518,0.6931471805599453,0.000483153754251,0.0007247306313765,1.0,1.0,1.9971052732687573,very_low,rare,sporadic,0,0,0,0,0.001591243011046956,2,0.001449461262753,4,2.100937952221521e-06,1,-0.03105181398759087,-0.06289431487775138,0.2336,0.1668,0.019230769230769232,0.001447363365621404,1
0xee4a6c58cd9e559c8cf9df69ed80ddf8879319af,73,2073.2195420911307,15,28.400267699878505,4.866666666666666,Frequent User,High Value,Consistent,10,1,4.30406509320417,7.637340237618884,3.381003779741226,2.772588722239781,28.016480298528794,129.57622138069567,4.5625,4.5625,0.03519396019497764,high,very_frequent,regular,1,1,1,1,32.87160952165908,1095,31098.29313136696,5329,4298239.269708558,225,-0.015460643672419817,-0.05331205587744196,0.8433,0.914,0.28846153846153844,0.9995178909562332,0
0x8db66e1ed28c48b4e566d0d1e3a7255ac500b1ab,3,0.4027572528955527,3,0.1342524176318509,1.0,Regular User,Medium Value,Consistent,0,0,1.3862943611198906,0.33843976611895127,0.1259737710402473,1.3862943611198906,0.10068931322388817,0.10068931322388817,0.75,0.75,2.1386451531848722,very_low,rare,sporadic,0,0,1,0,0.4691771393494367,9,1.208271758686658,9,0.1622134047599722,9,-0.03083222003948987,-0.06289246006314603,0.4224,0.495,0.057692307692307696,0.2871182822717092,1
0x6630f57805545e256e608e5bbc1aad8495130dcd,3,0.0123404532273978,1,0.0041134844091326,3.0,Regular User,Medium Value,Inconsistent,0,0,1.3862943611198906,0.012264930522627742,0.0041050471618831776,0.6931471805599453,0.00308511330684945,0.0061702266136989,1.5,1.5,2.9634299315371946,very_low,rare,sporadic,0,0,0,0,0.017002804023046072,3,0.0123404532273978,9,0.00015228678585759277,1,-0.03083222003948987,-0.06289426454040088,0.4224,0.3956,0.019230769230769232,0.012190022820935138,1
0x90bebf41d9ba3c7917666843659a245368848cbf,55,360.0657813340656,10,6.546650569710284,5.5,Frequent User,Medium Value,Consistent,96,1,4.02535169073515,5.8890601614948315,2.0211038316756778,2.3978952727983707,6.429746095251171,32.733252848551416,5.0,5.0,0.15232681368139078,high,very_frequent,occasional,1,1,1,1,23.705538277914233,550,3600.657813340656,3025,129647.36688771115,100,-0.01941333473823783,-0.06123012445946211,0.8028,0.7988,0.19230769230769232,0.9972304215694292,0
0x6d685e50a1d45af4a762e9db44cc2c9b9e595f21,2,0.1516545597717684,1,0.0758272798858842,2.0,Occasional User,Medium Value,Inconsistent,0,0,1.0986122886681098,0.14119965599707873,0.07308992830263773,0.6931471805599453,0.050551519923922796,0.0758272798858842,1.0,1.0,1.7366318598142434,very_low,rare,sporadic,0,0,0,0,0.15512367723410045,2,0.1516545597717684,4,0.02299910549956887,1,-0.03105181398759087,-0.06289362064101757,0.2336,0.4784,0.019230769230769232,0.13168407009287825,1
0xe15964ec05a79c35c622b34ef8512454c85afd90,1,1.5560847344884405e-13,1,1.5560847344884405e-13,1.0,Occasional User,Low Value,Inconsistent,0,0,0.6931471805599453,1.5560847344883194e-13,1.5560847344883194e-13,0.6931471805599453,7.780423672442203e-14,7.780423672442203e-14,0.5,0.5,0.9999999999998443,very_low,rare,sporadic,0,0,0,0,1.0785957464229496e-13,1,1.5560847344884405e-13,1,2.4213997009079605e-26,1,-0.03127140793569187,-0.06289432157705295,0.0617,0.0155,0.019230769230769232,1.5560847344881985e-13,1
0x523cd67199fb49c936a4885667845ca324acc3e3,79,113542.41710002854,35,1437.2457860763109,2.257142857142857,Frequent User,High Value,Consistent,14,1,4.382026634673881,11.639940572273503,7.271179445842577,3.58351893845611,1419.2802137503568,3153.956030556348,2.1944444444444446,2.1944444444444446,0.0006957690900777034,high,very_frequent,consistent,1,1,1,1,51.00652961372363,2765,3973984.598500999,6241,12891880480.916855,1225,-0.014143079983813813,0.46189024018293007,0.8536,0.9904,0.6730769230769231,0.999991192796328,0
0xd76669000acf4dc8dbfd1729cd2a2ade23737379,152,4632.075883928429,15,30.47418344689756,10.133333333333333,Frequent User,High Value,Consistent,8,1,5.030437921392435,8.440976264287139,3.4491676366835637,2.772588722239781,30.275005777309993,289.5047427455268,9.5,9.5,0.03280757833629907,high,very_frequent,regular,1,1,1,1,42.461807093443475,2280,69481.13825892644,23104,21456126.994471338,225,0.0018872782275592425,-0.041485213202648294,0.9162,0.9416,0.28846153846153844,0.9997841606688401,0
0x536a473010a4c8c0a18c40d12fe7299f29716086,403,1069.6143040782983,20,2.654129786794785,20.15,Frequent User,Medium Value,Consistent,14,1,6.0014148779611505,6.975987878675461,1.295857976425953,3.044522437723423,2.6475601586096493,50.93401447991897,19.19047619047619,19.19047619047619,0.37641940562987936,high,very_frequent,regular,1,1,1,1,41.86579744355956,8060,21392.286081565966,162409,1144074.7594889025,400,0.05700535920091043,-0.05795064424346729,0.9736,0.8768,0.38461538461538464,0.9990659568098514,0
0x6c4b5d3a75d3559d511ec2a7ee7d75e2abacc1d8,3,0.0048351031624725,2,0.0016117010541575,1.5,Regular User,Low Value,Consistent,0,0,1.3862943611198906,0.004823451593773693,0.0016104036578364594,1.0986122886681098,0.001208775790618125,0.0016117010541575,1.0,1.0,2.985564487703738,very_low,rare,sporadic,0,0,0,0,0.00668672374558322,6,0.009670206324945,9,2.3378222591751572e-05,4,-0.03083222003948987,-0.06289429922956767,0.4224,0.2788,0.038461538461538464,0.0048118374320873115,1
0xce9e012d59820dcbcea3df42e9f242587988e426,5,0.1524000238641145,2,0.0304800047728229,2.5,Regular User,Medium Value,Consistent,8,1,1.791759469228055,0.14184674493642296,0.030024717737345587,1.0986122886681098,0.025400003977352415,0.05080000795470483,1.6666666666666667,1.6666666666666667,4.33877117013109,very_low,rare,sporadic,0,1,0,0,0.2541552484190125,10,0.304800047728229,25,0.023225767273782668,4,-0.030393032143287868,-0.06289361719553828,0.5376,0.4786,0.038461538461538464,0.13224576597378201,0
