wallet,tx_count_365d,total_volume,active_weeks,avg_tx_value,tx_per_active_week,trader_activity_status,trader_volume_status,trader_consistency_status,future_tx_count,target_variable
0x5dfd1f5e9cfdfd0cdab4d7e2d3ef31c26a66cd34,1,1.7289813093374513e-09,1,1.7289813093374513e-09,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x317c9f481f61f19abcb4a873f07ef28d2c620a4a,14,2.2407645073989305e-08,12,1.6005460767135218e-09,1.1666666666666667,Frequent User,Low Value,Consistent,5,Good Trader
0x4cb84df4d3e159994b0d430c4872f359dfd4c046,1,0.004094961218727808,1,0.004094961218727808,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xf7c311c8659e1989925414028a5f086810b9bd23,19,151.67469521382097,7,7.982878695464262,2.7142857142857144,Frequent User,Medium Value,Consistent,6,Good Trader
0xb6bc45b9b5648b4841c620e14a64a09256f24fb5,1,0.0015560847344884405,1,0.0015560847344884405,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x85301717307c76ee7e2273e2c55cded8031bd240,5,1.8625756779930702,5,0.37251513559861404,1,Regular User,Medium Value,Consistent,17,Good Trader
0x70fa285791a10c9e5719253a72e8c856ecb14556,1,1.7739365973168222e-13,1,1.7739365973168222e-13,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x720154d24d17c44bfa7eb7542bad558279297641,9,0.3049926079597343,5,0.03388806755108159,1.8,Regular User,Medium Value,Consistent,18,Good Trader
0xa598a9e8a8172dd519e0fdf563a9b92b1d0ab53d,3,0.005029774666541126,2,0.0016765915555137087,1.5,Regular User,Low Value,Consistent,0,Bad Trader
0xd889b5718b5d61e4c5988c7b9737184f6532de41,3,0.011532772374642137,3,0.0038442574582140455,1,Regular User,Medium Value,Consistent,0,Bad Trader
0xdb59538ebe6369f09846e9b78e5477f2f962d650,40,284.3000995461873,10,7.107502488654683,4,Frequent User,Medium Value,Consistent,7,Good Trader
0x3a422d068660415d641b06d108a88439a757681e,27,166.18583993221276,8,6.155031108600473,3.375,Frequent User,Medium Value,Consistent,34,Good Trader
0x5242ed64ad91a39c69fc31ff94507d5c049398e0,144,324.19780575279066,20,2.251373651061046,7.2,Frequent User,Medium Value,Consistent,6,Good Trader
0x134b291cd5b72cba72a58ffac7914881446b2cf8,195,1257.6054348417006,9,6.449258640213849,21.666666666666668,Frequent User,Medium Value,Consistent,32,Good Trader
0xbaa3ea2756bc3af62535c356d8d06c10b61dc2a2,225,1.459033219442361e+06,17,6484.592086410494,13.235294117647058,Frequent User,High Value,Consistent,8,Good Trader
0xe8609b0dde8caa3f30201933169bd451f94c8762,45,694.7471702645283,10,15.438826005878408,4.5,Frequent User,Medium Value,Consistent,56,Good Trader
0xe04d075d47dd576e018368080bdea52bd59bc9f6,56,7070.537816568576,2,126.25960386729601,28,Frequent User,High Value,Consistent,621,Good Trader
0x021f4207ee47244e6aa3ebb3bce7cf47a813e579,29,278.7670336860826,8,9.612656334002848,3.625,Frequent User,Medium Value,Consistent,17,Good Trader
0xb21350f49e82f0c70eb0e576e86eb11803bff37c,3,0.008417204880968827,3,0.002805734960322942,1,Regular User,Medium Value,Consistent,0,Bad Trader
0xc04ea9fc441211e32b400434ab0e4ceafcd80972,3,0.003396890318026633,2,0.0011322967726755443,1.5,Regular User,Low Value,Consistent,0,Bad Trader
0x20418f1085dfe9f66fbfe4c15f615d09cc6550ce,8,14.159599448875616,2,1.769949931109452,4,Regular User,Medium Value,Consistent,8,Good Trader
0xe9a109f92a497385d629d62dffd4e88030d1acac,10,3675.244250100014,1,367.52442501000144,10,Regular User,High Value,Inconsistent,0,Bad Trader
0xf35c86ea8d0f83a4088da429ace14643994b94b4,10,1712.2239047852368,2,171.22239047852366,5,Regular User,High Value,Consistent,77,Good Trader
0xa19e72f431963ffc249a4381fc999504f793db1b,84,1194.414792003576,17,14.219223714328285,4.9411764705882355,Frequent User,Medium Value,Consistent,93,Good Trader
0x4419126da9914ff1f7b9ef9f10c2f4dccf442c8f,18,0.355070699562367,2,0.019726149975687054,9,Frequent User,Medium Value,Consistent,0,Bad Trader
0x3f9a5c432b0029cc57fe4c2f901e7c8e75b5fa6e,1,3.112169468976881e-11,1,3.112169468976881e-11,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xaf4a32bd8b16e6f68675cb8ca7cf4d683295da09,55,34962.302455973164,15,635.6782264722393,3.6666666666666665,Frequent User,High Value,Consistent,6,Good Trader
0x3a151853d0573198d9dc068386f31b3432c6991c,3,0.020365904878835134,2,0.006788634959611711,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x89dce30f05217c5c9561e4c4913ce71565eb4249,6,3.5478731946336443e-07,1,5.913121991056074e-08,6,Regular User,Low Value,Inconsistent,0,Bad Trader
0x08e9608f7cbb53d958c431bd1005e2916da8ced5,161,1114.6638630532923,20,6.923378031386909,8.05,Frequent User,Medium Value,Consistent,18,Good Trader
0x8bff4e9610ca577d4aec3df5ce057fc62930e886,1,0.01188168388364345,1,0.01188168388364345,1,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0xcab303202a529dd6971d89aa8f52ac8aec3e3bbe,2,0.0030869085192533844,2,0.0015434542596266922,1,Occasional User,Low Value,Consistent,0,Bad Trader
0x027437b7663575019ec387994911f78c55be1546,233,30.724084213707304,12,0.1318630223764262,19.416666666666668,Frequent User,Medium Value,Consistent,23,Good Trader
0x20de221fdba8f2d2aee101dcb3d40395e65160b9,1,1.0270159247623707e-13,1,1.0270159247623707e-13,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xcf92790de130e2b367087dc1443259fb52057e22,7,0.027309517421249856,3,0.003901359631607122,2.3333333333333335,Regular User,Medium Value,Consistent,8,Good Trader
0x34350949884f1b1ecf36643353fb1496a48981bb,2,0.0011877178924010361,1,0.0005938589462005181,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x91d6967b762615a2c2f95af0a6411b780c0cf7b6,134,688.3517743939608,15,5.1369535402534385,8.933333333333334,Frequent User,Medium Value,Consistent,45,Good Trader
0xdea274ec4c291f0eb5f74812333a4aaa18978ca2,24,3730.8347200559183,3,155.4514466689966,8,Frequent User,High Value,Consistent,19,Good Trader
0x3f3bb316860faaf618b5b48f28a4a78a1a8bf721,22,203.6605771390483,5,9.257298960865832,4.4,Frequent User,Medium Value,Consistent,22,Good Trader
0xffdb4177a48539c183af65814d1b0de7cabe89a4,4,0.024620630203881944,1,0.006155157550970486,4,Regular User,Medium Value,Inconsistent,0,Bad Trader
0xfe5f7706a05e40b08b192cdc586bb9ccec192183,3,0.007808411095975301,2,0.0026028036986584335,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x48c5b33764c18dbec0045cc05d71813b856e56c4,1,3.1121694689768813e-14,1,3.1121694689768813e-14,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xede1d6c823e089bd7e12705e7b1fc41b5d81c9fb,29,0.8836205110227581,4,0.03046967279388821,7.25,Frequent User,Medium Value,Consistent,0,Bad Trader
0xd1829f1e3789689646ab0bc4011b5d32a51c5f97,2,2.396370491112198e-13,1,1.198185245556099e-13,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xebe5b2226988d5b00b6e46e8d33c3f768bcdfd0c,2,0.001419947164567851,2,0.0007099735822839255,1,Occasional User,Low Value,Consistent,0,Bad Trader
0xb900e74ab583debfffe5af4d2d7a59997a5a0f8e,3,0.005990325612541253,2,0.001996775204180418,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x1aa2f2f2344fc67c4574d73477020247df36921a,41,0.006666267002545368,8,0.00016259187811086263,5.125,Frequent User,Medium Value,Consistent,29,Good Trader
0x08cd1707cd6df7c98fdabc7e029540a6570ebbf4,1,2.8445228946448696e-12,1,2.8445228946448696e-12,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xa1a65dd84b7113d24656dbfd1db6366addfa8c43,2,0.0022861810405667513,1,0.0011430905202833757,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x97928f464b1945db8859ce3adaa278d32f397fcc,3,0.008935047151670468,2,0.0029783490505568225,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x9767227fb21198d2ded863c760ce6b4bf9009a2b,5,15.560847344884406,2,3.112169468976881,2.5,Regular User,Medium Value,Consistent,5,Good Trader
0x20b62dd0d6222ce88ac07c432c24e5237dc7b442,5,93.50351489979262,4,18.700702979958525,1.25,Regular User,Medium Value,Consistent,2,Bad Trader
0x7ef1b439714beae8e3bb94f55a98d8446371a550,84,449.39733277866367,12,5.349968247365044,7,Frequent User,Medium Value,Consistent,125,Good Trader
0x0e4048fcdbed1d00e6e0834ffd5ff2b7de8308c6,1,3.1121694689768813e-14,1,3.1121694689768813e-14,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x9cbfccb4224e2544e3ea50c7322a3759cd6cc7b8,23,0.0070683953073656025,8,0.00030732153510285227,2.875,Frequent User,Medium Value,Consistent,5,Good Trader
0x03caaab7131761f0ddfa76673ddef94b7495e1ff,3,17.428149026270532,2,5.809383008756844,1.5,Regular User,Medium Value,Consistent,5,Good Trader
0xa4ac6bfc339bb96ae67af53df83fb5815781952d,14,165.09044742041056,6,11.79217481574361,2.3333333333333335,Frequent User,Medium Value,Consistent,31,Good Trader
0x696499f155735b773bd4381009fac3c9c34f1cfd,2,0.0005836722407092997,1,0.0002918361203546499,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x17bf9b63987eda35e67e954a58fcefd525584957,3,0.003882071260726663,2,0.0012940237535755542,1.5,Regular User,Low Value,Consistent,0,Bad Trader
0xdbc94a4a6d531d1dab2d711a05fb449c87070396,25,0.013692249864677639,9,0.0005476899945871056,2.7777777777777777,Frequent User,Medium Value,Consistent,5,Good Trader
0x915b24f8f32f9c2786729e189f3195123dfa961b,2,0.007417597724266854,1,0.003708798862133427,2,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0xbfed6841ea4572941c5513ed9e1f11816799026e,72,1712.4178191763924,15,23.78358082189434,4.8,Frequent User,High Value,Consistent,7,Good Trader
0x4e909aa5009db0cbf53c6dcb59d9e229413a386d,2,0.00023869855552942985,1,0.00011934927776471493,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x1f2dc5cb85e6d3a035db7aa0eb55307ceee70090,1,3.112169468976881e-11,1,3.112169468976881e-11,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x9ea2e979616af99e73875f2875893683c421274f,3,0.003916298633058617,3,0.0013054328776862056,1,Regular User,Low Value,Consistent,0,Bad Trader
0xa6f6fef6d0ea612c0123a49a882fa3ba4723d4f3,3,2.6218300022151224,1,0.8739433340717074,3,Regular User,Medium Value,Inconsistent,10,Good Trader
0xe6a01a3b4541d1e9bd7d38590692b31e95b45880,7,0.0021939892227141006,1,0.0003134270318163001,7,Regular User,Low Value,Inconsistent,26,Good Trader
0xa18e4f081f6616b8070cc87fa135078ad1cbed7a,1,0.010764863369254078,1,0.010764863369254078,1,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0xd13f5c072a6255961f176f993be5c5fd31524c1b,344,236.3603683321548,36,0.687094093988822,9.555555555555555,Frequent User,Medium Value,Consistent,11,Good Trader
0x489887897848c7c4727987abc52cd3938ad22df4,3,0.004723526969968663,2,0.0015745089899895544,1.5,Regular User,Low Value,Consistent,0,Bad Trader
0xa45df6c9e486bdcd8fef7f7e315cc3a9c787f5cf,33,25.299669109063476,14,0.7666566396685902,2.357142857142857,Frequent User,Medium Value,Consistent,225,Good Trader
0x068bb052113c810101f341b57774905cd7e13e52,72,546.9259816864661,23,7.596194190089808,3.130434782608696,Frequent User,Medium Value,Consistent,160,Good Trader
0x1313fa94a8db0bd6d64ea4a8d845e0be5ca34727,3,0.09326953222454773,1,0.031089844074849243,3,Regular User,Medium Value,Inconsistent,0,Bad Trader
0x298ab89f98fa89b89e3caa7a19ff157bedd32a5c,2,0.0010055155036976372,1,0.0005027577518488186,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xeb2a0f06a835001caa3ecd8b6ff71db52979fc92,5,0.010007081139363244,4,0.002001416227872649,1.25,Regular User,Medium Value,Consistent,0,Bad Trader
0x36cb1d68feed46c5905fbeb8c5a4c7b372df63c9,2,0.046455696683596594,1,0.023227848341798297,2,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0x680c840f779f2ec490717774158394e0a742e299,2,0.003584683605770481,1,0.0017923418028852405,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x160b3d1b2a09cb1825533c4ac3952a711831acb5,3,0.0009742891243939134,2,0.0003247630414646378,1.5,Regular User,Low Value,Consistent,0,Bad Trader
0xf464ac953dad0f73e176f0245ff464f20c641b10,2,0.0064781950566807035,1,0.0032390975283403517,2,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0x99e16d4eb9fbf8747b09cb0719cf32ea50b2c678,1,0.002010908574250007,1,0.002010908574250007,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0xd0ed6e7fc982ef10f443b781d2ac518ac6f8830a,73,2677.8948758667866,50,36.68349145022995,1.46,Frequent User,High Value,Consistent,14,Good Trader
0xc81ac20b9469eb5ee3e3d01f8698cd42b742f0c5,21,28.31987222482668,9,1.3485653440393657,2.3333333333333335,Frequent User,Medium Value,Consistent,316,Good Trader
0x805414b1215416a2213dd7c94b271bb8a062f718,1,1.30711117697029e-12,1,1.30711117697029e-12,1,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x78782d8571a460b941febaf019d906d7193de0e4,45,155.20457183326326,6,3.448990485183628,7.5,Frequent User,Medium Value,Consistent,99,Good Trader
0xa041c970a403cd40629e05cfeedc226d16b83c12,2,0.002382244300447226,2,0.001191122150223613,1,Occasional User,Low Value,Consistent,0,Bad Trader
0xca5215bc6bd307c93591dad124c982cd416cd291,2,18.673016813861288,2,9.336508406930644,1,Occasional User,Medium Value,Consistent,6,Good Trader
0x0bf871bac0c8bba7f5298533976501fab67be1b9,3,0.008439595617100136,2,0.0028131985390333785,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x0d1ea8f4c31e29933a05e3a9d77918f8d5416a74,164,501.7939104715135,3,3.059718966289717,54.666666666666664,Frequent User,Medium Value,Consistent,6,Good Trader
0xf0666afa378eb7117190b3dc4bc22087fc8dff29,2,0.003591218721992927,1,0.0017956093609964635,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x5335f47725b54b03596e286372013500d5678b38,277,42.97906036657072,9,0.15515906269520116,30.77777777777778,Frequent User,Medium Value,Consistent,867,Good Trader
0x4d08b0618ab5d029dbaee126cbc4b675fe53a0b0,12,208.20413747455333,4,17.35034478954611,3,Regular User,Medium Value,Consistent,16,Good Trader
0x9c738f06b21e361483bdb76e87e1799dccfefcc6,9,36.91768262035744,7,4.101964735595271,1.2857142857142858,Regular User,Medium Value,Consistent,7,Good Trader
0x519116fff4783c7f13caa4e553bb5daa284ce224,216,353.79985819293864,14,1.63796230644879,15.428571428571429,Frequent User,Medium Value,Consistent,13,Good Trader
0x94e39130bf28879d7f4de6d6ce9df9b7b646343e,2,0.5618271317008203,2,0.28091356585041016,1,Occasional User,Medium Value,Consistent,0,Bad Trader
0xc98c1594e87b82a870b5dca87e8c9510015d2b63,123,1154.020979260594,17,9.382284384232472,7.235294117647059,Frequent User,Medium Value,Consistent,26,Good Trader
0x3f9a96c81b591896f5bda5ec33547e09b230f0f4,3,0.019767228007290815,1,0.006589076002430271,3,Regular User,Medium Value,Inconsistent,0,Bad Trader
0x5b7c17633e3dab31e1c10758c83179cc6f891389,2,0.004732137744882847,2,0.0023660688724414236,1,Occasional User,Low Value,Consistent,0,Bad Trader
0x7030eec0716719e1d9dd0f0cd6fabe288e02d462,9,638.1178445751295,6,70.90198273056996,1.5,Regular User,Medium Value,Consistent,8,Good Trader
0x23cc77bde3588ba2d7d8fd4913e66f11d3839841,1,0.012134801109078382,1,0.012134801109078382,1,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0xb699bf0d1b10ac20b61ba2631c07ef92d6b8af7b,9,35.35473300514144,5,3.928303667237938,1.8,Regular User,Medium Value,Consistent,52,Good Trader
0xf52c95a241a303aa7f27703bc9044fc0a33eb2a0,9,267.98858820579454,5,29.776509800643836,1.8,Regular User,Medium Value,Consistent,6,Good Trader
0x7e89aa3370c59cb386a7e4775dae7362dc4a36f6,14,2.24076450739893e-08,12,1.6005460767135216e-09,1.1666666666666667,Frequent User,Low Value,Consistent,7,Good Trader
0x2164c4fc6cc18417fbf21357d3c4f18a751da4ed,3,0.005492710706218537,3,0.0018309035687395123,1,Regular User,Medium Value,Consistent,0,Bad Trader
0x52d9f3959535d4302cf675fd702a877e9e6c1bbb,7,114.80807000562604,5,16.401152857946578,1.4,Regular User,Medium Value,Consistent,8,Good Trader
0x4ebf0a9431c87b89d3d8a70ee74cd4aa05d983e2,13,0.2800952522079193,3,0.021545788631378408,4.333333333333333,Frequent User,Medium Value,Consistent,17,Good Trader
0x1b719ea1b636c61fb0980be769877aea2892bc30,446,137.50438361821713,17,0.3083057928659577,26.235294117647058,Frequent User,Medium Value,Consistent,211,Good Trader
0x592c0f6e192d1746306b6acd6d586356c93dc504,3,0.007519870273212595,2,0.0025066234244041983,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0xed4565ff8db134a7f14a4e914539fff5c2777f29,7,115.69058522527867,5,16.527226460754097,1.4,Regular User,Medium Value,Consistent,8,Good Trader
0x52f3287c774174d6f14449c75333c6887c3b2f15,2,0.003681683889815707,1,0.0018408419449078535,2,Occasional User,Low Value,Inconsistent,0,Bad Trader
0x782de2bbd1cc046eaae0fb22310b268f5e464b0d,3,0.012773452961049939,2,0.004257817653683313,1.5,Regular User,Medium Value,Consistent,0,Bad Trader
0x41688e945bbcbfd75817fbd83f1b3cc50abe8da0,60,914.2900344265591,7,15.238167240442653,8.571428571428571,Frequent User,Medium Value,Consistent,72,Good Trader
0x4801c66bab95c6f7be93d2acc4902a6abf18f2d7,2,0.006481204238439904,1,0.003240602119219952,2,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0x3f490e669fb3a9e72871dc4c0b6f824cdb1aee1b,2,0.0012619123550730409,2,0.0006309561775365204,1,Occasional User,Low Value,Consistent,0,Bad Trader
0x63e84fba728e96e17222d56e8ee34db1f1ddb3c1,956,1107.8903702447246,27,1.158881140423352,35.407407407407405,Frequent User,Medium Value,Consistent,270,Good Trader
0x7c3a42a54dcf0135870622e78525742d1d1a2d9e,2,0.041316341249675155,1,0.020658170624837578,2,Occasional User,Medium Value,Inconsistent,0,Bad Trader
0x57b81173dcf552a0b7c32b3997dcce85980fd50a,4,634.8825716712837,1,158.72064291782092,4,Regular User,Medium Value,Inconsistent,35,Good Trader
0x3c4667a8a86d7e56ea34e2670838f855491300d1,9,36.80538441975469,7,4.089487157750521,1.2857142857142858,Regular User,Medium Value,Consistent,7,Good Trader
0x2f4ece459d0fdbee7cc813d04ce9d42e13731602,8,81.06073872674176,4,10.13259234084272,2,Regular User,Medium Value,Consistent,26,Good Trader
